sys_id,u_categories_list,u_service_types
70ad3deadb2d9410f43750e4f39619e2,,
8f70145adb88e810d4d3a58405961937,,
07774539dba754105229e12605961976,,Short Term Accommodation
9e4da539db6b54105229e1260596193e,,Short Term Accommodation
258c8df7db235c105229e1260596192c,,Short Term Accommodation
4b6468dcdb4ce0105229e126059619ed,,Short Term Accommodation
e99b9a28db8464105229e12605961985,,Short Term Accommodation
d79d5e2cdb8464105229e12605961921,,Short Term Accommodation
e586805edb48e810d4d3a584059619ff,,Short Term Accommodation
98e730a2db0c2c105229e12605961914,,Short Term Accommodation
128dc76adb14ec105229e126059619eb,,Short Term Accommodation
f36df32edbd82010d4d3a584059619c0,,Short Term Accommodation
91df9cb2dbd8ec105229e126059619a5,,Short Term Accommodation
5d29940bdb5820505229e126059619e5,,Short Term Accommodation
3ff72c59dbe068505229e12605961928,,Short Term Accommodation
f2189a65dbe8a8505229e1260596195d,,Short Term Accommodation
1b3dc73ddb6ce8505229e12605961919,,Short Term Accommodation
f3a6fa42dbb4e4105229e12605961963,,Short Term Accommodation
5e563999dba160d0d4d3a584059619ce,,Short Term Accommodation
0268f759db0a6810d4d3a58405961941,,Short Term Accommodation
74b63dabdb1ea410ce70ad3cd396192c,,Short Term Accommodation
dcdc076ddbfa6450ce70ad3cd39619dd,,Short Term Accommodation
3e64ff0edb836410ce70ad3cd3961986,,Short Term Accommodation
8c333c9bdbb70050139b2db614961933,Home,Tenancy support
88dfc580dbe11490de73bd16f4961914,Home,Tenancy support
fe0c0dd5dbd65c10f43750e4f39619e8,Home,Tenancy support
c239f2874f425780cfbd4c111310c726,,Assessment of home modification requirements
87897b3e4f1adb80cfbd4c111310c780,,Assessment of home modification requirements
2fe088cf4f1adb80cfbd4c111310c7cf,,Assessment of home modification requirements
fd748ccf4f1adb80cfbd4c111310c700,,Assessment of home modification requirements
67a1bf944f80630068adc7de0310c77b,,Assessment of home modification requirements
7aa93381dba52300317852e3449619e8,,Assessment of home modification requirements
f081b2cfdb4aab0030f67c57f49619cc,,Assessment of home modification requirements
2fbe08b8db47e38030f67c57f496198f,,Assessment of home modification requirements
ea1b71d8dbf873c0139b2db61496195f,,Assessment of home modification requirements
dc191cb8db9db300139b2db6149619f0,,Assessment of home modification requirements
a252a9d3db8f334030f67c57f4961974,,Assessment of home modification requirements
a3b63205db6b730030f67c57f49619d2,,Assessment of home modification requirements
93d125b7dbc94010de73bd16f4961951,,Assessment of home modification requirements
35ac3b66db154810de73bd16f496194d,,Assessment of home modification requirements
435e1842dbd05410139b2db6149619b4,,Assessment of home modification requirements
173e451edb1c5410317852e344961966,,Assessment of home modification requirements
8dbf3c3cdbb45c10de73bd16f496195f,,Assessment of home modification requirements
54d3593cdb709c103cfa366d7c9619e3,,Assessment of home modification requirements
59a72d05db389c10de73bd16f49619b9,,Assessment of home modification requirements
5616e1e7db34d4103cfa366d7c96199d,,Assessment of home modification requirements
16f65ea0db05d8103cfa366d7c9619f8,,Assessment of home modification requirements
48a21c89db455810de73bd16f496192a,,Assessment of home modification requirements
6e33b9d9db899810de73bd16f496197e,,Assessment of home modification requirements
d19287addb8dd810de73bd16f4961916,,Assessment of home modification requirements
4cce37b2dbcd1050de73bd16f49619ad,,Assessment of home modification requirements
5bbe4540dbe11490de73bd16f49619fe,,Assessment of home modification requirements
ce1f8390dba15050f43750e4f3961916,,Assessment of home modification requirements
8058c149db291010de73bd16f496194e,,Assessment of home modification requirements
fe4f7f79dbedd010de73bd16f49619bf,,Assessment of home modification requirements
c8ee7402dbe51410f43750e4f39619a4,,Assessment of home modification requirements
c8e6959adb695410f43750e4f3961931,,Assessment of home modification requirements
71033b26db21d410de73bd16f496199d,,Assessment of home modification requirements
b9b04168db399c10f43750e4f39619ed,,Assessment of home modification requirements
4a240162dbb99450f43750e4f39619b2,,Assessment of home modification requirements
69a129b2db7dd450f43750e4f3961987,,Assessment of home modification requirements
f934bad8db429c50f43750e4f39619c0,,Assessment of home modification requirements
e09ecfd4dbc29c50f43750e4f396199c,,Assessment of home modification requirements
4c820860dbc69c50f43750e4f39619de,,Assessment of home modification requirements
22d986c1db025090f43750e4f396190d,,Assessment of home modification requirements
66e95bd1db469090f43750e4f3961901,,Assessment of home modification requirements
ba276f74db521c10f43750e4f3961983,,Assessment of home modification requirements
7936bb5bdb529450f43750e4f3961901,,Assessment of home modification requirements
ed8564a31b1e1450908033fccc4bcbed,,Assessment of home modification requirements
73efdf94dbe29850f43750e4f3961964,,Assessment of home modification requirements
6ff77791db269c50f43750e4f39619a4,,Assessment of home modification requirements
70e3e9461bea9c50908033fccc4bcb6f,,Assessment of home modification requirements
d637b98adb2e1090f43750e4f39619bc,,Assessment of home modification requirements
f81d3942db6e1090f43750e4f39619e5,,Assessment of home modification requirements
b064ecc91b7e5890908033fccc4bcb5e,,Assessment of home modification requirements
50e39b35db7a101067de483705961917,,Assessment of home modification requirements
921d0e7cdb8b1c108df5d8c7f4961995,,Assessment of home modification requirements
c69e48eadbc3d0508df5d8c7f49619d3,,Assessment of home modification requirements
06ba6be7db1f541067de48370596193d,,Assessment of home modification requirements
ef4248eddb2314105229e126059619fc,,Assessment of home modification requirements
94c31577db635c105229e12605961945,,Assessment of home modification requirements
cd9dcf48dbfb9c105229e126059619db,,Assessment of home modification requirements
ad7d2b1cdb7fdc105229e126059619ac,,Assessment of home modification requirements
e029a047db7f58505229e12605961958,,Assessment of home modification requirements
42ac3ffbdbfb90105229e1260596197e,,Assessment of home modification requirements
d4ae16b8db84a410d4d3a58405961912,,Assessment of home modification requirements
e1f6776bdbf42c105229e1260596199f,,Assessment of home modification requirements
e028e00cdb45ec10d4d3a584059619f8,,Assessment of home modification requirements
cd40cf5cdb4dac105229e126059619d4,,Assessment of home modification requirements
9a3bd328dbcd6050d4d3a5840596193d,,Assessment of home modification requirements
684873a4db41a050d4d3a584059619fa,,Assessment of home modification requirements
e6de487cdb81a050d4d3a584059619e9,,Assessment of home modification requirements
e9d6dc0ddb41e050d4d3a58405961902,,Assessment of home modification requirements
5ac8c181db45e050d4d3a584059619a1,,Assessment of home modification requirements
02208c46db8de0505229e126059619f4,,Assessment of home modification requirements
710500cadb8de0505229e12605961930,,Assessment of home modification requirements
22883c0edb4124505229e12605961963,,Assessment of home modification requirements
0314eb72db45a850d4d3a58405961955,,Assessment of home modification requirements
cd8b9803db49a850d4d3a58405961903,,Assessment of home modification requirements
9fb6e8cbdb49a850d4d3a58405961934,,Assessment of home modification requirements
8e12a91bdb0de850d4d3a58405961950,,Assessment of home modification requirements
f4752d1fdb0de850d4d3a584059619ae,,Assessment of home modification requirements
f12e1808db31e8d0d4d3a58405961945,,Assessment of home modification requirements
5cf4f880dbb1e8d0d4d3a5840596195a,,Assessment of home modification requirements
79a1a190db352cd0d4d3a584059619c2,,Assessment of home modification requirements
89047ca8dbc2a410d4d3a58405961942,,Assessment of home modification requirements
9ff5d5fcdb4aa4105229e1260596196b,,Assessment of home modification requirements
acb30474db96e4105229e1260596191d,,Assessment of home modification requirements
8977999adb1e601067de48370596191d,,Assessment of home modification requirements
d1856dd3db16641067de48370596193d,,Assessment of home modification requirements
565b963cdb6ee010ce70ad3cd3961951,,Assessment of home modification requirements
62166c1fdb7ae850ce70ad3cd396191f,,Assessment of home modification requirements
a7a34b90dbd32c1067de48370596194a,,Assessment of home modification requirements
a7a34b90dbd32c1067de48370596194a,,Assessment of home modification requirements
a3f10ed9dbf12300de73bd16f49619e4,,
ff1fa312dbf89010de73bd16f49619f6,,
f848d8a2dbfc90103cfa366d7c9619e5,,
f7341617db34d010de73bd16f4961921,,
ad0d26e8dbcdd410de73bd16f4961916,,
ded37fa61bca9010908033fccc4bcb26,,
32064449dbd21c10f43750e4f3961930,,
7d89f4eddb569c10f43750e4f3961936,,
99c57b831b9ad050908033fccc4bcbe6,,
b3cd0f88db625850f43750e4f396199f,,
a1735b14dba29850f43750e4f39619f8,,
1e6dfc79db2adc50f43750e4f396195e,,
0df7821c1b36d490908033fccc4bcb38,,
24b700c91bfa5890908033fccc4bcb0d,,
a6e8c05edbfa501067de4837059619d0,,
4fbeed66dbb2d01067de483705961901,,
5aef7b71dbdb50908df5d8c7f4961933,,
1db2b497db13141067de483705961910,,
1af0515fdb93141067de483705961909,,
3eecfc45db05e050d4d3a5840596193e,,
0c3a6185dbc5e050d4d3a584059619d5,,
b45af3c1dbb5ecd0d4d3a58405961909,,
730e24e0dbc2a410d4d3a5840596191b,,
a162b29edb8e2c10d4d3a584059619bb,,
a55c9eccdb93e81067de4837059619c8,,
f8b384434f5adb80cfbd4c111310c720,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
9bfa8e524f321700cfbd4c111310c771,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
f26b216edb9c6700de73bd16f49619f0,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
2fbe08b8db47e38030f67c57f496198f,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
30929c3cdbf5ff00317852e3449619ef,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
db753d2fdb027300de73bd16f49619f1,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
bd73d104dbd8c41030f67c57f49619d8,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
32449b06db0d0c10de73bd16f4961951,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
22fd47d5dbbcdc10de73bd16f49619ab,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
df63799fdb70d010de73bd16f49619da,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
779d8f17db38d010de73bd16f4961990,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
5616e1e7db34d4103cfa366d7c96199d,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
71f276e7db741410de73bd16f49619b3,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
07e21e08db8558103cfa366d7c961932,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
2fba9fe5db011c10de73bd16f4961913,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
1465488edb4d10503cfa366d7c961944,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
b25f3d27db41d4503cfa366d7c961904,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
aab2127bdb4118503cfa366d7c96190b,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
96368702db915c50de73bd16f496194e,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
c35f73b7db5dd090de73bd16f496197a,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
2b514004db25dc10f43750e4f3961912,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
742db954db655490de73bd16f4961988,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
909b9798db2d5490de73bd16f4961971,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
ae896949dba91010f43750e4f396191d,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
b8fbf775dbedd010de73bd16f49619ea,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
915fdd46dba51410de73bd16f496194a,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
68512c0bdbe51810f43750e4f39619b8,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
4f2ae058dbb55c10f43750e4f396191b,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
c9825d201bf91010908033fccc4bcb0f,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
8ba3a274db711050f43750e4f396190b,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
f45007b4dbf11050f43750e4f3961916,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
cf6e4b061bb99410908033fccc4bcb89,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
f99cdf821bf99410908033fccc4bcbc3,"Improved relationships, Increased social and 
community participation, Improved daily living skills, Improved learning, Improved health and wellbeing, Finding and keeping a job",Skill development
